l1_name,industry_code,industry_name,latest_date,total_mv_yi,prefilter_label,final_label,summary_line,prefilter_hit_count,structure_score,breakout_emerged,breakout_confirmed,leader_turning_strong_ok,leader_confirmed_ok,leader_count,leader_group_names,leader_group_detail,leader_active_count,leader_top1_name,leader_top1_pct_change,leader_top1_above_ma60,leader_top1_above_ma250,leader_follow_ok,leader_5d_rank_pct,leaders_above_ma60_count,leaders_above_ma250_count,leaders_above_ma60_ratio,leaders_above_ma250_ratio,local_activity_ok,has_ma250,has_amount_ma20,has_ret_120d_rank,industry_amount,market_amount,absorption_rate,absorption_rate_rank_pct,absorption_rate_5d_change,crowding_label,crowding_note
国防军工,801742.SI,航空装备Ⅱ,20260630,9638.3456,启动识别对象,观察中,观察中（偏强），已有局部转强线索，但条件不完整。,0,2,False,False,True,False,10,中航沈飞、航发动力、菲利华、光启技术、中航西飞、中航机载、西部超导、中无人机、中航高科、航发控制,中航沈飞 +2.65%、航发动力 +2.84%、菲利华 +2.08%、光启技术 +4.62%、中航西飞 +1.54%、中航机载 +2.84%、西部超导 +4.68%、中无人机 +5.00%、中航高科 +3.09%、航发控制 +4.39%,3,中航沈飞,2.6474,False,False,True,0.004153432689958603,1,1,0.1,0.1,False,True,True,True,2382892.0,3682796937.5763597,0.0006470332305555179,0.05220883534136546,-0.00013690072055854276,拥挤正常,吸筹率未进入明显拥挤区间。
房地产,801181.SI,房地产开发,20260630,9013.566,启动识别对象,观察中,观察中（偏强），已有局部转强线索，但条件不完整。,0,2,False,False,True,False,10,招商蛇口、张江高科、保利发展、先导基电、万通发展、万科A、陆家嘴、海南机场、衢州发展、滨江集团,招商蛇口 -1.38%、张江高科 +6.16%、保利发展 -1.28%、先导基电 +9.99%、万通发展 +2.87%、万科A -2.63%、陆家嘴 -2.18%、海南机场 +0.37%、衢州发展 +0.00%、滨江集团 +1.33%,3,招商蛇口,-1.3804,False,False,False,-0.08142857142857152,3,2,0.3,0.2,True,True,True,True,2791272.0,3682796937.5763597,0.0007579217772014685,0.2891566265060241,0.00016274228702327907,拥挤正常,吸筹率未进入明显拥挤区间。
医药生物,801156.SI,医疗服务,20260630,8870.8203,启动识别对象,观察中,观察中（偏强），已有局部转强线索，但条件不完整。,0,1,True,True,True,False,5,药明康德、爱尔眼科、凯莱英、康龙化成、百奥赛图,药明康德 -1.32%、爱尔眼科 -3.95%、凯莱英 -3.43%、康龙化成 +0.45%、百奥赛图 -1.05%,4,药明康德,-1.3157,True,True,False,0.17119744144483118,4,2,0.8,0.4,True,True,True,True,3928420.0,3682796937.5763597,0.0010666947069270902,0.7389558232931727,0.0004305879497165237,拥挤正常,吸筹率未进入明显拥挤区间。
基础化工,801038.SI,农化制品,20260630,7809.7704,启动识别对象,观察中,观察中（偏强），已有局部转强线索，但条件不完整。,0,1,False,False,True,False,10,盐湖股份、兴发集团、云天化、华鲁恒升、亚钾国际、宏达股份、新安股份、和邦生物、扬农化工、东方铁塔,盐湖股份 +1.89%、兴发集团 -1.90%、云天化 -4.88%、华鲁恒升 -3.74%、亚钾国际 -1.87%、宏达股份 +1.29%、新安股份 -0.37%、和邦生物 +0.43%、扬农化工 -2.59%、东方铁塔 -3.16%,1,盐湖股份,1.89,False,True,True,0.0378136816775525,2,3,0.2,0.3,False,True,True,True,2350470.0,3682796937.5763597,0.0006382295955602806,0.28112449799196787,-7.79094362347505e-05,拥挤正常,吸筹率未进入明显拥挤区间。
基础化工,801033.SI,化学原料,20260630,7770.9792,启动识别对象,观察中,观察中（偏强），已有局部转强线索，但条件不完整。,0,3,True,True,True,False,10,宝丰能源、卫星化学、三祥新材、龙佰集团、君正集团、振华股份、三孚股份、鲁西化工、红星发展、博源化工,宝丰能源 -2.35%、卫星化学 -3.05%、三祥新材 +0.33%、龙佰集团 -1.02%、君正集团 -1.76%、振华股份 +10.00%、三孚股份 -4.44%、鲁西化工 -3.61%、红星发展 +10.00%、博源化工 -3.19%,3,宝丰能源,-2.3535,False,False,False,-0.07211319032405306,5,5,0.5,0.5,True,True,True,True,3241443.0,3682796937.5763597,0.0008801579492279002,0.7469879518072289,1.933855445900121e-05,拥挤正常,吸筹率未进入明显拥挤区间。
环保,801971.SI,环境治理,20260630,7190.6987,启动识别对象,观察中,观察中（偏强），已有局部转强线索，但条件不完整。,0,0,False,False,True,False,10,电投水电、伟明环保、高能环境、浙富控股、瀚蓝环境、首创环保、兴蓉环境、重庆水务、中山公用、节能环境,电投水电 -1.23%、伟明环保 -1.66%、高能环境 -0.72%、浙富控股 +3.27%、瀚蓝环境 -2.66%、首创环保 -1.45%、兴蓉环境 -0.62%、重庆水务 -1.78%、中山公用 +0.36%、节能环境 +0.00%,1,电投水电,-1.2305,False,False,False,-0.15627189908899797,2,2,0.2,0.2,False,True,True,True,1478857.0,3682796937.5763597,0.00040155811603700107,0.004016064257028112,-0.000148199046516203,拥挤正常,吸筹率未进入明显拥挤区间。
医药生物,801155.SI,中药Ⅱ,20260630,7005.5291,启动识别对象,观察中,观察中（偏强），已有局部转强线索，但条件不完整。,0,2,False,False,True,False,10,云南白药、片仔癀、华润三九、白云山、同仁堂、东阿阿胶、达仁堂、以岭药业、吉林敖东、众生药业,云南白药 -2.39%、片仔癀 -3.61%、华润三九 -3.27%、白云山 -2.48%、同仁堂 -1.87%、东阿阿胶 -0.96%、达仁堂 -1.98%、以岭药业 -3.47%、吉林敖东 -2.04%、众生药业 -1.13%,1,云南白药,-2.3903,False,False,False,-0.023902740572841585,1,1,0.1,0.1,True,True,True,True,1209267.0,3682796937.5763597,0.00032835560051155466,0.17670682730923695,1.9284985964073732e-05,拥挤正常,吸筹率未进入明显拥挤区间。
交通运输,801179.SI,铁路公路,20260630,6868.6465,启动识别对象,观察中,观察中（偏强），已有局部转强线索，但条件不完整。,0,1,False,False,True,False,5,京沪高铁、大秦铁路、招商公路、宁沪高速、山东高速,京沪高铁 -1.74%、大秦铁路 -2.12%、招商公路 -3.58%、宁沪高速 -2.45%、山东高速 +0.36%,1,京沪高铁,-1.7354,False,False,False,-0.023706896551723977,1,1,0.2,0.2,False,True,True,True,288547.0,3682796937.5763597,7.834996196936455e-05,0.004016064257028112,-3.134105708229756e-05,拥挤正常,吸筹率未进入明显拥挤区间。
医药生物,801152.SI,生物制品,20260630,6803.2277,启动识别对象,观察中,观察中（偏强），已有局部转强线索，但条件不完整。,0,2,False,False,True,False,10,荣昌生物、三生国健、君实生物-U、万泰生物、甘李药业、上海莱士、智飞生物、长春高新、天坛生物、华兰生物,荣昌生物 -1.00%、三生国健 +6.73%、君实生物-U -0.41%、万泰生物 -1.14%、甘李药业 -1.41%、上海莱士 -2.03%、智飞生物 -2.75%、长春高新 -1.70%、天坛生物 -2.03%、华兰生物 -3.86%,3,荣昌生物,-1.0032,True,True,False,0.1574551270659319,1,1,0.1,0.1,True,True,True,True,1897966.0,3682796937.5763597,0.0005153599376155252,0.5983935742971888,0.00014587720898035297,拥挤正常,吸筹率未进入明显拥挤区间。
交通运输,801178.SI,物流,20260630,5664.3546,启动识别对象,观察中,观察中（偏弱），已有局部转强线索，但条件不完整。,0,2,False,False,False,False,7,顺丰控股、圆通速递、国货航、中国外运、东航物流、物产中大、建发股份,顺丰控股 -0.22%、圆通速递 +3.89%、国货航 -1.21%、中国外运 -2.17%、东航物流 -1.53%、物产中大 -0.84%、建发股份 -2.70%,0,顺丰控股,-0.2234,False,False,False,-0.0031887755102040227,0,0,0.0,0.0,True,True,True,True,884988.0,3682796937.5763597,0.00024030323012661365,0.20481927710843373,9.498409538432248e-05,拥挤正常,吸筹率未进入明显拥挤区间。
非银金融,801191.SI,多元金融,20260630,5374.9798,启动识别对象,观察中,观察中（偏弱），已有局部转强线索，但条件不完整。,0,2,False,False,False,False,7,电投产融、中油资本、越秀资本、江苏金租、国网英大、渤海租赁、建元信托,电投产融 -1.74%、中油资本 -1.35%、越秀资本 -0.51%、江苏金租 -3.20%、国网英大 -1.06%、渤海租赁 -0.97%、建元信托 -0.81%,0,电投产融,-1.7422,False,False,False,-0.022530329289428108,0,1,0.0,0.14285714285714285,True,True,True,True,659020.0,3682796937.5763597,0.00017894551645676656,0.05220883534136546,-4.222040865837386e-05,拥挤正常,吸筹率未进入明显拥挤区间。
传媒,801764.SI,游戏Ⅱ,20260630,4785.1413,启动识别对象,观察中,观察中（偏强），已有局部转强线索，但条件不完整。,0,3,False,False,True,False,6,世纪华通、巨人网络、昆仑万维、三七互娱、恺英网络、吉比特,世纪华通 +1.66%、巨人网络 +1.21%、昆仑万维 +1.46%、三七互娱 -0.16%、恺英网络 +0.49%、吉比特 -0.16%,5,世纪华通,1.6583,False,False,True,0.08712413261372398,0,0,0.0,0.0,False,True,True,True,1810854.0,3682796937.5763597,0.000491706176228038,0.08835341365461848,8.0496417533357e-05,拥挤正常,吸筹率未进入明显拥挤区间。
钢铁,801044.SI,普钢,20260630,4757.1443,启动识别对象,观察中,观察中（偏强），已有局部转强线索，但条件不完整。,0,2,False,False,True,False,5,宝钢股份、包钢股份、南钢股份、首钢股份、华菱钢铁,宝钢股份 -1.99%、包钢股份 +1.83%、南钢股份 -1.71%、首钢股份 +2.03%、华菱钢铁 +0.87%,1,宝钢股份,-1.9856,False,False,False,-0.06055363321799312,0,0,0.0,0.0,False,True,True,True,453468.0,3682796937.5763597,0.00012313141552095083,0.008032128514056224,-6.388301265278828e-05,拥挤正常,吸筹率未进入明显拥挤区间。
国防军工,801741.SI,航天装备Ⅱ,20260630,4699.8525,启动识别对象,观察中,观察中（偏强），已有局部转强线索，但条件不完整。,1,2,False,False,True,False,3,电科蓝天、中国卫通、中国卫星,电科蓝天 +2.02%、中国卫通 +3.77%、中国卫星 +1.27%,2,电科蓝天,2.0226,True,,True,0.21937181384640692,1,2,0.3333333333333333,0.6666666666666666,True,True,True,True,1487166.0,3682796937.5763597,0.0004038142817015321,0.5622489959839357,0.0001493797149346811,拥挤正常,吸筹率未进入明显拥挤区间。
国防军工,801744.SI,航海装备Ⅱ,20260630,4674.0747,启动识别对象,观察中,观察中（偏弱），已有局部转强线索，但条件不完整。,0,3,False,False,False,False,3,中国船舶、松发股份、中船防务,中国船舶 +0.60%、松发股份 +1.62%、中船防务 -0.82%,0,中国船舶,0.5954,False,False,True,-0.05640882435074013,0,1,0.0,0.3333333333333333,True,True,True,True,855641.0,3682796937.5763597,0.00023233455835419898,0.14457831325301204,3.093391668050976e-05,拥挤正常,吸筹率未进入明显拥挤区间。
农林牧渔,801017.SI,养殖业,20260630,4480.8136,启动识别对象,观察中,观察中（偏强），已有局部转强线索，但条件不完整。,0,2,False,False,True,False,3,牧原股份、温氏股份、新希望,牧原股份 -2.78%、温氏股份 -1.99%、新希望 -2.64%,1,牧原股份,-2.7785,False,False,False,0.05966081162931558,0,0,0.0,0.0,True,True,True,True,1105096.0,3682796937.5763597,0.00030006976184987846,0.6666666666666666,0.00012323586692843542,拥挤正常,吸筹率未进入明显拥挤区间。
轻工制造,801142.SI,家居用品,20260630,4470.1713,启动识别对象,观察中,观察中（偏强），已有局部转强线索，但条件不完整。,0,2,False,False,True,False,10,公牛集团、菲林格尔、顾家家居、欧派家居、马可波罗、悍高集团、松霖科技、共创草坪、匠心家居、德尔未来,公牛集团 +0.59%、菲林格尔 +10.01%、顾家家居 -2.27%、欧派家居 -0.92%、马可波罗 -1.94%、悍高集团 -0.69%、松霖科技 +4.01%、共创草坪 -0.40%、匠心家居 -1.38%、德尔未来 +10.04%,2,公牛集团,0.591,False,False,True,-0.004576659038901587,3,3,0.3,0.3,False,True,True,True,782183.0,3682796937.5763597,0.0002123883052087995,0.020080321285140562,4.6177806655283153e-07,拥挤正常,吸筹率未进入明显拥挤区间。
建筑装饰,801724.SI,专业工程,20260630,4383.0653,启动识别对象,观察中,观察中（偏强），已有局部转强线索，但条件不完整。,0,1,False,False,True,False,9,亚翔集成、中国中冶、中国化学、深桑达A、柏诚股份、罗曼股份、中材国际、圣晖集成、中工国际,亚翔集成 -1.51%、中国中冶 -1.21%、中国化学 -3.67%、深桑达A +3.61%、柏诚股份 +4.58%、罗曼股份 +4.97%、中材国际 -2.19%、圣晖集成 -1.77%、中工国际 -5.59%,5,亚翔集成,-1.5134,True,True,False,0.2904174573055027,6,6,0.6666666666666666,0.6666666666666666,False,True,True,True,1438538.0,3682796937.5763597,0.0003906101868724531,0.44176706827309237,5.4119702710062165e-05,拥挤正常,吸筹率未进入明显拥挤区间。
商贸零售,801203.SI,一般零售,20260630,4303.54,启动识别对象,观察中,观察中（偏强），已有局部转强线索，但条件不完整。,0,2,False,False,True,False,10,小商品城、万辰集团、永辉超市、供销大集、豫园股份、浙江东日、百联股份、居然智家、农产品、王府井,小商品城 +1.80%、万辰集团 -2.11%、永辉超市 -2.07%、供销大集 +0.76%、豫园股份 -1.44%、浙江东日 +10.01%、百联股份 -3.64%、居然智家 +0.50%、农产品 +1.63%、王府井 -1.29%,1,小商品城,1.8036,False,False,True,-0.03969754253308133,0,0,0.0,0.0,True,True,True,True,931425.0,3682796937.5763597,0.00025291239668863435,0.024096385542168676,1.0993601969751466e-05,拥挤正常,吸筹率未进入明显拥挤区间。
食品饮料,801127.SI,饮料乳品,20260630,4028.4579,启动识别对象,观察中,观察中（偏强），已有局部转强线索，但条件不完整。,0,2,False,False,True,False,3,伊利股份、东鹏饮料、养元饮品,伊利股份 -2.52%、东鹏饮料 +1.18%、养元饮品 -0.22%,2,伊利股份,-2.5224,False,False,False,-0.02044153720359776,1,1,0.3333333333333333,0.3333333333333333,False,True,True,True,560890.0,3682796937.5763597,0.00015230000717039816,0.08433734939759036,1.3723751831819827e-05,拥挤正常,吸筹率未进入明显拥挤区间。
电力设备,801736.SI,风电设备,20260630,3991.5141,启动识别对象,观察中,观察中（偏强），已有局部转强线索，但条件不完整。,0,1,False,False,True,False,7,金风科技、大金重工、明阳智能、禾望电气、三一重能、德力佳、飞沃科技,金风科技 +9.99%、大金重工 +1.40%、明阳智能 +2.66%、禾望电气 +3.44%、三一重能 +1.67%、德力佳 +0.13%、飞沃科技 +0.56%,4,金风科技,9.9862,False,True,True,0.09885057471264358,1,4,0.14285714285714285,0.5714285714285714,True,True,True,True,1888004.0,3682796937.5763597,0.0005126549283063353,0.3815261044176707,0.00018111853178423158,拥挤正常,吸筹率未进入明显拥挤区间。
机械设备,801076.SI,轨交设备Ⅱ,20260630,3787.4612,启动识别对象,观察中,观察中（偏强），已有局部转强线索，但条件不完整。,0,0,False,False,True,False,3,中国中车、时代电气、中国通号,中国中车 -1.52%、时代电气 +10.28%、中国通号 -2.06%,1,中国中车,-1.5152,False,False,False,-0.04235727440147319,1,1,0.3333333333333333,0.3333333333333333,False,True,True,True,763681.0,3682796937.5763597,0.00020736440616858358,0.5823293172690763,-2.226769725396986e-05,拥挤正常,吸筹率未进入明显拥挤区间。
家用电器,801116.SI,家电零部件Ⅱ,20260630,3506.3869,启动识别对象,观察中,观察中（偏强），已有局部转强线索，但条件不完整。,0,1,False,False,True,False,4,三花智控、禾盛新材、天银机电、海立股份,三花智控 +6.20%、禾盛新材 +10.00%、天银机电 +9.56%、海立股份 -0.06%,4,三花智控,6.2031,False,True,True,0.014818244964112104,1,3,0.25,0.75,True,True,True,True,1314111.0,3682796937.5763597,0.0003568241807176079,0.060240963855421686,2.6326725992293807e-05,拥挤正常,吸筹率未进入明显拥挤区间。
食品饮料,801129.SI,调味发酵品Ⅱ,20260630,3183.4912,启动识别对象,观察中,观察中（偏强），已有局部转强线索，但条件不完整。,0,0,False,False,True,False,3,海天味业、安琪酵母、莲花控股,海天味业 -2.70%、安琪酵母 -1.07%、莲花控股 +5.11%,1,海天味业,-2.6995,False,False,False,-0.029842012873025237,1,1,0.3333333333333333,0.3333333333333333,False,True,True,True,535970.0,3682796937.5763597,0.00014553341090609264,0.6305220883534136,-5.731124734436192e-05,拥挤正常,吸筹率未进入明显拥挤区间。
纺织服饰,801132.SI,服装家纺,20260630,3064.83,启动识别对象,观察中,观察中（偏强），已有局部转强线索，但条件不完整。,0,0,False,False,True,False,10,雅戈尔、海澜之家、探路者、森马服饰、比音勒芬、璞源材料、天创时尚、罗莱生活、红豆股份、真爱美家,雅戈尔 -0.92%、海澜之家 -2.06%、探路者 +1.39%、森马服饰 -1.75%、比音勒芬 -0.24%、璞源材料 +1.83%、天创时尚 +2.98%、罗莱生活 -0.90%、红豆股份 +5.79%、真爱美家 +2.88%,2,雅戈尔,-0.9211,True,True,False,-0.00659630606860151,5,8,0.5,0.8,False,True,True,True,721337.0,3682796937.5763597,0.000195866623174372,0.03614457831325301,-2.2588128359976437e-05,拥挤正常,吸筹率未进入明显拥挤区间。
电力设备,801731.SI,电机Ⅱ,20260630,3020.476,启动识别对象,观察中,观察中（偏强），已有局部转强线索，但条件不完整。,0,2,False,False,True,False,7,卧龙电驱、三瑞智能、鸣志电器、兆威机电、大洋电机、江特电机、江苏雷利,卧龙电驱 +4.09%、三瑞智能 +12.49%、鸣志电器 +10.00%、兆威机电 +6.17%、大洋电机 +1.63%、江特电机 +3.30%、江苏雷利 +6.21%,4,卧龙电驱,4.0881,False,False,True,-0.04912381499569096,0,0,0.0,0.0,False,True,True,True,751595.0,3682796937.5763597,0.00020408266128694647,0.008032128514056224,-3.0053735201832863e-05,拥挤正常,吸筹率未进入明显拥挤区间。
基础化工,801032.SI,化学纤维,20260630,2913.3397,启动识别对象,观察中,观察中（偏强），已有局部转强线索，但条件不完整。,0,2,False,False,True,True,6,中复神鹰、华峰化学、新凤鸣、皖维高新、泰和新材、双欣材料,中复神鹰 +2.23%、华峰化学 -5.57%、新凤鸣 -4.47%、皖维高新 -1.94%、泰和新材 +1.22%、双欣材料 +0.52%,2,中复神鹰,2.229,True,True,True,0.2405737704918034,4,4,0.6666666666666666,0.6666666666666666,False,True,True,True,961452.0,3682796937.5763597,0.00026106571073471386,0.7108433734939759,3.550022342594812e-05,拥挤正常,吸筹率未进入明显拥挤区间。
轻工制造,801141.SI,包装印刷,20260630,2667.2365,启动识别对象,观察中,观察中（偏强），已有局部转强线索，但条件不完整。,0,0,False,False,True,False,10,裕同科技、金富科技、嘉美包装、顺灏股份、大胜达、奥瑞金、华源控股、紫江企业、众鑫股份、美盈森,裕同科技 +0.03%、金富科技 +3.71%、嘉美包装 +2.62%、顺灏股份 +2.67%、大胜达 -0.29%、奥瑞金 -2.29%、华源控股 +2.55%、紫江企业 -0.48%、众鑫股份 -4.71%、美盈森 +0.94%,4,裕同科技,0.0281,False,True,True,-0.005036373810856198,4,7,0.4,0.7,False,True,True,True,904460.0,3682796937.5763597,0.00024559051593955737,0.07630522088353414,-3.7012904864437994e-05,拥挤正常,吸筹率未进入明显拥挤区间。
传媒,801765.SI,广告营销,20260630,2650.8879,启动识别对象,观察中,观察中（偏强），已有局部转强线索，但条件不完整。,0,2,False,False,True,False,5,分众传媒、蓝色光标、易点天下、天娱数科、省广集团,分众传媒 +0.41%、蓝色光标 +4.08%、易点天下 +2.17%、天娱数科 +2.09%、省广集团 +1.94%,1,分众传媒,0.4149,False,False,True,-0.016260162601625994,1,2,0.2,0.4,False,True,True,True,1450040.0,3682796937.5763597,0.0003937333566249428,0.12048192771084337,-8.20702496766376e-05,拥挤正常,吸筹率未进入明显拥挤区间。
公用事业,801163.SI,燃气Ⅱ,20260630,2525.4545,启动识别对象,观察中,观察中（偏强），已有局部转强线索，但条件不完整。,0,1,False,False,True,False,8,新奥股份、九丰能源、胜通能源、深圳燃气、大众公用、佛燃能源、中泰股份、新天然气,新奥股份 -1.37%、九丰能源 +2.88%、胜通能源 +10.01%、深圳燃气 +0.00%、大众公用 +1.18%、佛燃能源 -2.06%、中泰股份 +6.57%、新天然气 -3.21%,2,新奥股份,-1.3733,False,False,False,-0.055023923444975975,2,3,0.25,0.375,True,True,True,True,683485.0,3682796937.5763597,0.0001855885653173699,0.2931726907630522,7.148797016051525e-06,拥挤正常,吸筹率未进入明显拥挤区间。
建筑材料,801713.SI,装修建材,20260630,2512.0783,启动识别对象,观察中,观察中（偏强），已有局部转强线索，但条件不完整。,0,1,False,False,True,False,10,北新建材、东方雨虹、三棵树、友邦吊顶、法狮龙、伟星新材、万里石、北京利尔、中旗新材、兔宝宝,北新建材 -0.88%、东方雨虹 -1.66%、三棵树 -0.70%、友邦吊顶 -0.77%、法狮龙 -10.00%、伟星新材 -0.85%、万里石 +3.89%、北京利尔 +5.91%、中旗新材 +4.78%、兔宝宝 -0.27%,1,北新建材,-0.8767,False,False,False,-0.02898550724637672,2,4,0.2,0.4,False,True,True,True,569200.0,3682796937.5763597,0.00015455644436768463,0.004016064257028112,-5.410899998391694e-05,拥挤正常,吸筹率未进入明显拥挤区间。
农林牧渔,801012.SI,农产品加工,20260630,2437.7833,启动识别对象,观察中,观察中（偏强），已有局部转强线索，但条件不完整。,0,2,False,False,True,False,3,金龙鱼、中粮糖业、安德利,金龙鱼 -1.82%、中粮糖业 +9.99%、安德利 +1.08%,1,金龙鱼,-1.8151,False,False,False,-0.049448304045770275,1,1,0.3333333333333333,0.3333333333333333,True,True,True,True,379236.0,3682796937.5763597,0.00010297499602287992,0.24899598393574296,3.333415900991529e-05,拥挤正常,吸筹率未进入明显拥挤区间。
传媒,801769.SI,出版,20260630,2331.4649,启动识别对象,观察中,观察中（偏弱），已有局部转强线索，但条件不完整。,0,2,False,False,False,False,10,凤凰传媒、中南传媒、中文在线、浙版传媒、中国科传、新华文轩、山东出版、中原传媒、粤传媒、*ST华闻,凤凰传媒 +0.92%、中南传媒 -1.20%、中文在线 +0.64%、浙版传媒 -2.34%、中国科传 -0.29%、新华文轩 -2.50%、山东出版 -2.74%、中原传媒 +0.35%、粤传媒 +1.32%、*ST华闻 +3.72%,0,凤凰传媒,0.9185,False,False,True,-0.015677491601343796,0,0,0.0,0.0,True,True,True,True,355323.0,3682796937.5763597,9.648183324325159e-05,0.01606425702811245,-1.5591741031373193e-05,拥挤正常,吸筹率未进入明显拥挤区间。
社会服务,801218.SI,专业服务,20260630,2223.3703,启动识别对象,观察中,观察中（偏强），已有局部转强线索，但条件不完整。,1,2,False,False,True,False,10,胜科纳米、华测检测、信测标准、广电计量、苏试试验、实朴检测、中钢天源、外服控股、力合科创、北京人力,胜科纳米 -1.91%、华测检测 +0.29%、信测标准 -1.75%、广电计量 +0.73%、苏试试验 +3.87%、实朴检测 +8.74%、中钢天源 +7.16%、外服控股 +0.00%、力合科创 +0.46%、北京人力 -2.32%,4,胜科纳米,-1.9118,True,True,False,-0.05390070921985812,4,5,0.4,0.5,False,True,True,True,647956.0,3682796937.5763597,0.0001759412780511375,0.24899598393574296,1.875264441411582e-05,拥挤正常,吸筹率未进入明显拥挤区间。
建筑材料,801711.SI,水泥,20260630,2117.75,启动识别对象,观察中,观察中（偏强），已有局部转强线索，但条件不完整。,0,2,False,False,True,False,4,海螺水泥、华新建材、天山股份、上峰水泥,海螺水泥 -1.45%、华新建材 -7.53%、天山股份 -1.89%、上峰水泥 +6.38%,1,海螺水泥,-1.4535,False,False,False,-0.02809633027522951,1,1,0.25,0.25,False,True,True,True,354887.0,3682796937.5763597,9.636344496190178e-05,0.0963855421686747,5.362414690031656e-06,拥挤正常,吸筹率未进入明显拥挤区间。
银行,801782.SI,国有大型银行Ⅱ,20260630,62499.2973,启动识别对象,未启动,未启动，板块和龙头均未形成有效启动信号。,0,1,False,False,False,False,3,工商银行、建设银行、农业银行,工商银行 -2.08%、建设银行 -2.03%、农业银行 -2.72%,0,工商银行,-2.0776,False,False,False,-0.04200542005420049,0,1,0.0,0.3333333333333333,False,True,True,True,767950.0,3682796937.5763597,0.0002085235795013412,0.012048192771084338,-0.0001948204001858765,拥挤正常,吸筹率未进入明显拥挤区间。
公用事业,801161.SI,电力,20260630,33464.2694,启动识别对象,未启动,未启动，板块和龙头均未形成有效启动信号。,0,1,False,False,False,False,10,长江电力、华电新能、中国广核、中国核电、华能水电、大唐发电、龙源电力、华能国际、国投电力、三峡能源,长江电力 -1.38%、华电新能 -0.83%、中国广核 -2.00%、中国核电 -0.33%、华能水电 -0.78%、大唐发电 +0.57%、龙源电力 -3.04%、华能国际 +1.47%、国投电力 -0.30%、三峡能源 -0.54%,0,长江电力,-1.3785,False,False,False,-0.014886490509862349,3,3,0.3,0.3,False,True,True,True,4635602.0,3682796937.5763597,0.0012587177839489241,0.23694779116465864,-0.00027749802505498255,拥挤正常,吸筹率未进入明显拥挤区间。
石油石化,801963.SI,炼化及贸易,20260630,24002.8615,启动识别对象,未启动,未启动，板块和龙头均未形成有效启动信号。,0,2,False,False,False,False,3,中国石油、中国石化、恒力石化,中国石油 -2.69%、中国石化 -3.25%、恒力石化 -6.30%,0,中国石油,-2.6906,False,False,False,-0.07757704569606805,0,0,0.0,0.0,False,True,True,True,1121320.0,3682796937.5763597,0.0003044751092733172,0.2248995983935743,-2.2578632792602104e-05,拥挤正常,吸筹率未进入明显拥挤区间。
银行,801783.SI,股份制银行Ⅱ,20260630,22634.893,启动识别对象,未启动,未启动，板块和龙头均未形成有效启动信号。,0,3,False,False,False,False,3,招商银行、中信银行、兴业银行,招商银行 -2.53%、中信银行 -2.81%、兴业银行 -1.90%,0,招商银行,-2.5261,False,False,False,-0.050802139037433136,0,0,0.0,0.0,False,True,True,True,833362.0,3682796937.5763597,0.00022628508009687703,0.008032128514056224,-0.00010790709516431257,拥挤正常,吸筹率未进入明显拥挤区间。
有色金属,801055.SI,工业金属,20260630,22597.0065,启动识别对象,未启动,未启动，板块和龙头均未形成有效启动信号。,0,3,False,False,False,False,7,紫金矿业、洛阳钼业、宏桥控股、江西铜业、中国铝业、铜陵有色、云铝股份,紫金矿业 -2.52%、洛阳钼业 -2.50%、宏桥控股 -4.40%、江西铜业 -2.67%、中国铝业 -3.75%、铜陵有色 -0.16%、云铝股份 -4.40%,0,紫金矿业,-2.5204,False,False,False,-0.09405405405405398,0,3,0.0,0.42857142857142855,False,True,True,True,6190837.0,3682796937.5763597,0.001681015028777062,0.18473895582329317,-0.0013437574063570822,拥挤正常,吸筹率未进入明显拥挤区间。
食品饮料,801125.SI,白酒Ⅱ,20260630,22569.5587,启动识别对象,未启动,未启动，板块和龙头均未形成有效启动信号。,0,2,False,False,False,False,3,贵州茅台、五粮液、山西汾酒,贵州茅台 -0.79%、五粮液 +0.00%、山西汾酒 +0.11%,0,贵州茅台,-0.7925,False,False,False,-0.030234365413718378,0,0,0.0,0.0,False,True,True,True,1373612.0,3682796937.5763597,0.00037298065119603657,0.08032128514056225,-0.00011529660399263133,拥挤正常,吸筹率未进入明显拥挤区间。
煤炭,801951.SI,煤炭开采,20260630,16461.9622,启动识别对象,未启动,未启动，板块和龙头均未形成有效启动信号。,0,2,False,False,False,False,3,中国神华、陕西煤业、兖矿能源,中国神华 -2.35%、陕西煤业 -3.10%、兖矿能源 -3.53%,0,中国神华,-2.3512,False,False,False,-0.03984259714707328,0,1,0.0,0.3333333333333333,False,True,True,True,1153913.0,3682796937.5763597,0.0003133251763697261,0.10040160642570281,-0.00019803441692234526,拥挤正常,吸筹率未进入明显拥挤区间。
银行,801784.SI,城商行Ⅱ,20260630,11374.4828,启动识别对象,未启动,未启动，板块和龙头均未形成有效启动信号。,0,0,False,False,False,False,5,江苏银行、宁波银行、上海银行、南京银行、杭州银行,江苏银行 -3.14%、宁波银行 -3.48%、上海银行 -2.36%、南京银行 -3.70%、杭州银行 -3.28%,0,江苏银行,-3.1447,False,False,False,-0.051056338028169,0,1,0.0,0.2,False,True,True,True,628051.0,3682796937.5763597,0.00017053641855511016,0.03614457831325301,-4.212582132854541e-05,拥挤正常,吸筹率未进入明显拥挤区间。
