theme_code,sw_code,sw_name,l1_name,corr_daily_ret,common_days,first_common_date,latest_common_date,final_label,crowding_label,total_mv_yi,leader_top1_name
931994.CSI,801738.SI,电网设备,电力设备,0.9656397734265117,611,20240102,20260714,未启动,拥挤正常,15633.7955,国电南瑞
931994.CSI,801733.SI,其他电源设备Ⅱ,电力设备,0.7991917261575644,611,20240102,20260714,观察中,拥挤正常,6630.1465,上海电气
931994.CSI,801074.SI,专用设备,机械设备,0.7516016898737105,611,20240102,20260714,观察中,拥挤正常,16667.8657,大族数控
931994.CSI,801072.SI,通用设备,机械设备,0.7168639864423282,611,20240102,20260714,观察中,拥挤正常,22969.9402,联讯仪器
931994.CSI,801972.SI,环保设备Ⅱ,,0.6966421693278232,611,20240102,20260714,,,,
931994.CSI,801736.SI,风电设备,电力设备,0.696176445494671,611,20240102,20260714,未启动,拥挤正常,3479.732,金风科技
931994.CSI,801724.SI,专业工程,建筑装饰,0.6910277697308922,611,20240102,20260714,观察中,拥挤正常,3997.2159,中国中冶
931994.CSI,801036.SI,塑料,基础化工,0.6906095309337169,611,20240102,20260714,观察中,拥挤正常,7208.9751,上纬新材
931994.CSI,801082.SI,其他电子Ⅱ,电子,0.6887577300853359,611,20240102,20260714,趋势延续型偏强,拥挤正常,4909.4794,香农芯创
931994.CSI,801085.SI,消费电子,电子,0.6831427078509336,611,20240102,20260714,观察中,拥挤正常,36010.8137,工业富联
931994.CSI,801093.SI,汽车零部件,汽车,0.6780127621794634,611,20240102,20260714,未启动,拥挤正常,23619.578,潍柴动力
931994.CSI,801078.SI,自动化设备,机械设备,0.6769481033901337,611,20240102,20260714,趋势延续型偏强,拥挤偏高,13830.0337,汇川技术
931994.CSI,801051.SI,金属新材料,有色金属,0.6676574434121934,611,20240102,20260714,观察中,拥挤正常,3759.6749,金力永磁
931994.CSI,801039.SI,非金属材料Ⅱ,,0.6674977210724024,611,20240102,20260714,,,,
