theme_code,sw_code,sw_name,l1_name,corr_daily_ret,common_days,first_common_date,latest_common_date,final_label,crowding_label,total_mv_yi,leader_top1_name
515220.SH,801951.SI,煤炭开采,煤炭,0.9660555015645503,611,20240102,20260714,观察中,拥挤正常,17324.8824,中国神华
515220.SH,801952.SI,焦炭Ⅱ,,0.6928304210884453,611,20240102,20260714,,,,
515220.SH,801963.SI,炼化及贸易,石油石化,0.6891483508347375,611,20240102,20260714,观察中,拥挤正常,26689.5232,中国石油
515220.SH,801161.SI,电力,公用事业,0.5686807631038909,611,20240102,20260714,观察中,拥挤正常,37258.2987,长江电力
515220.SH,801163.SI,燃气Ⅱ,公用事业,0.5563619300121554,611,20240102,20260714,观察中,拥挤正常,2499.1191,新奥股份
515220.SH,801033.SI,化学原料,基础化工,0.5500383694472076,611,20240102,20260714,观察中,拥挤正常,7426.9228,宝丰能源
515220.SH,801962.SI,油服工程,,0.5497942405384417,611,20240102,20260714,,,,
515220.SH,801044.SI,普钢,钢铁,0.5268132262700089,611,20240102,20260714,观察中,拥挤正常,4539.4518,宝钢股份
515220.SH,801992.SI,航运港口,交通运输,0.519676147482085,611,20240102,20260714,观察中,拥挤正常,10264.4579,中远海控
515220.SH,801723.SI,基础建设,建筑装饰,0.49698973600739454,611,20240102,20260714,未启动,拥挤正常,6537.902,中国能建
515220.SH,801179.SI,铁路公路,交通运输,0.4962027614247654,611,20240102,20260714,观察中,拥挤正常,7212.9845,京沪高铁
515220.SH,801721.SI,房屋建设Ⅱ,建筑装饰,0.47375819003136443,611,20240102,20260714,未启动,拥挤正常,2603.0373,中国建筑
515220.SH,801043.SI,冶钢原料,,0.4710189525538203,611,20240102,20260714,,,,
515220.SH,801038.SI,农化制品,基础化工,0.4625461583646204,611,20240102,20260714,观察中,拥挤正常,8346.0537,盐湖股份
515220.SH,801711.SI,水泥,建筑材料,0.45864122668806534,611,20240102,20260714,观察中,拥挤正常,2111.9702,海螺水泥
515220.SH,801045.SI,特钢Ⅱ,,0.44210524466690637,611,20240102,20260714,,,,
515220.SH,801178.SI,物流,交通运输,0.4417225327828871,611,20240102,20260714,未启动,拥挤正常,5991.203,顺丰控股
515220.SH,801124.SI,食品加工,食品饮料,0.43738520816023646,611,20240102,20260714,观察中,拥挤正常,2179.9342,双汇发展
515220.SH,801012.SI,农产品加工,农林牧渔,0.43534326560323944,611,20240102,20260714,观察中,拥挤正常,2550.9493,金龙鱼
515220.SH,801143.SI,造纸,,0.4315875644634761,611,20240102,20260714,,,,
515220.SH,801724.SI,专业工程,建筑装饰,0.4218705280836168,611,20240102,20260714,观察中,拥挤正常,3997.2159,中国中冶
515220.SH,801076.SI,轨交设备Ⅱ,机械设备,0.4216138135809887,611,20240102,20260714,未启动,拥挤正常,3505.4077,中国中车
515220.SH,801055.SI,工业金属,有色金属,0.4109847970760221,611,20240102,20260714,观察中,拥挤正常,22955.7141,紫金矿业
515220.SH,801155.SI,中药Ⅱ,医药生物,0.4044305995243586,611,20240102,20260714,观察中,拥挤正常,7736.167,云南白药
515220.SH,801034.SI,化学制品,基础化工,0.40432860880248567,611,20240102,20260714,观察中,拥挤正常,16979.7652,万华化学
515220.SH,801154.SI,医药商业,医药生物,0.40304083728210144,611,20240102,20260714,观察中,拥挤正常,2972.8045,上海医药
515220.SH,801713.SI,装修建材,建筑材料,0.3955189886396714,611,20240102,20260714,观察中,拥挤正常,2323.6708,北新建材
515220.SH,801017.SI,养殖业,农林牧渔,0.3881389246820664,611,20240102,20260714,观察中,拥挤正常,4554.5302,牧原股份
