theme_code,sw_code,sw_name,l1_name,corr_daily_ret,common_days,first_common_date,latest_common_date,final_label,crowding_label,total_mv_yi,leader_top1_name
515790.SH,801735.SI,光伏设备,电力设备,0.9758503230580535,611,20240102,20260714,观察中,拥挤正常,14153.3009,阳光电源
515790.SH,801736.SI,风电设备,电力设备,0.7639786462165853,611,20240102,20260714,未启动,拥挤正常,3479.732,金风科技
515790.SH,801737.SI,电池,电力设备,0.74197798549708,611,20240102,20260714,观察中,拥挤正常,33460.152,宁德时代
515790.SH,801733.SI,其他电源设备Ⅱ,电力设备,0.7135501795610458,611,20240102,20260714,观察中,拥挤正常,6630.1465,上海电气
515790.SH,801074.SI,专用设备,机械设备,0.709967195155446,611,20240102,20260714,观察中,拥挤正常,16667.8657,大族数控
515790.SH,801738.SI,电网设备,电力设备,0.7056088442495206,611,20240102,20260714,未启动,拥挤正常,15633.7955,国电南瑞
515790.SH,801084.SI,光学光电子,电子,0.7019817288967263,611,20240102,20260714,趋势延续型偏强,拥挤偏高,16649.4627,京东方A
515790.SH,801056.SI,能源金属,有色金属,0.6982243697181028,611,20240102,20260714,观察中,拥挤正常,4060.3814,藏格矿业
515790.SH,801072.SI,通用设备,机械设备,0.6918329397181231,611,20240102,20260714,观察中,拥挤正常,22969.9402,联讯仪器
515790.SH,801036.SI,塑料,基础化工,0.6876158520426852,611,20240102,20260714,观察中,拥挤正常,7208.9751,上纬新材
515790.SH,801039.SI,非金属材料Ⅱ,,0.6854070716689628,611,20240102,20260714,,,,
515790.SH,801972.SI,环保设备Ⅱ,,0.6845104984260701,611,20240102,20260714,,,,
515790.SH,801034.SI,化学制品,基础化工,0.6838875953537573,611,20240102,20260714,观察中,拥挤正常,16979.7652,万华化学
515790.SH,801218.SI,专业服务,,0.6802226680201674,611,20240102,20260714,,,,
515790.SH,801078.SI,自动化设备,机械设备,0.6776293731211459,611,20240102,20260714,趋势延续型偏强,拥挤偏高,13830.0337,汇川技术
515790.SH,801101.SI,计算机设备,计算机,0.6741228224129248,611,20240102,20260714,观察中,拥挤正常,12560.6278,海康威视
515790.SH,801724.SI,专业工程,建筑装饰,0.6709796577009232,611,20240102,20260714,观察中,拥挤正常,3997.2159,中国中冶
515790.SH,801037.SI,橡胶,,0.6650892680699076,611,20240102,20260714,,,,
515790.SH,801086.SI,电子化学品Ⅱ,电子,0.6581991695286337,611,20240102,20260714,趋势延续型强势,拥挤偏高,8599.9177,鼎龙股份
515790.SH,801051.SI,金属新材料,有色金属,0.655999759010071,611,20240102,20260714,观察中,拥挤正常,3759.6749,金力永磁
515790.SH,801085.SI,消费电子,电子,0.6493568465171871,611,20240102,20260714,观察中,拥挤正常,36010.8137,工业富联
515790.SH,801093.SI,汽车零部件,汽车,0.6474087647400586,611,20240102,20260714,未启动,拥挤正常,23619.578,潍柴动力
515790.SH,801153.SI,医疗器械,医药生物,0.6450957382077124,611,20240102,20260714,观察中,拥挤正常,12240.0311,迈瑞医疗
515790.SH,801745.SI,军工电子Ⅱ,国防军工,0.6439470007840131,611,20240102,20260714,观察中,拥挤正常,10544.4895,中航成飞
