theme_code,sw_code,sw_name,l1_name,corr_daily_ret,common_days,first_common_date,latest_common_date,final_label,crowding_label,total_mv_yi,leader_top1_name
159992.SZ,801051.SI,金属新材料,有色金属,0.5320126011946629,611,20240102,20260714,观察中,拥挤正常,3759.6749,金力永磁
159992.SZ,801736.SI,风电设备,电力设备,0.5319088112346815,611,20240102,20260714,未启动,拥挤正常,3479.732,金风科技
159992.SZ,801726.SI,工程咨询服务Ⅱ,建筑装饰,0.5312145883406845,611,20240102,20260714,观察中,拥挤偏高,2048.1293,太极实业
159992.SZ,801731.SI,电机Ⅱ,电力设备,0.5287172229664125,611,20240102,20260714,未启动,拥挤正常,2825.1568,卧龙电驱
159992.SZ,801033.SI,化学原料,基础化工,0.5221990743817188,611,20240102,20260714,观察中,拥挤正常,7426.9228,宝丰能源
159992.SZ,801085.SI,消费电子,电子,0.5219977525101748,611,20240102,20260714,观察中,拥挤正常,36010.8137,工业富联
159992.SZ,801043.SI,冶钢原料,,0.5172102717504113,611,20240102,20260714,,,,
159992.SZ,801125.SI,白酒Ⅱ,食品饮料,0.5131231235856257,611,20240102,20260714,未启动,拥挤正常,22932.0947,贵州茅台
159992.SZ,801203.SI,一般零售,商贸零售,0.5075841379409874,611,20240102,20260714,观察中,拥挤正常,4434.4896,小商品城
159992.SZ,801738.SI,电网设备,电力设备,0.506753518495365,611,20240102,20260714,未启动,拥挤正常,15633.7955,国电南瑞
159992.SZ,801112.SI,黑色家电,,0.506086013652146,611,20240102,20260714,,,,
159992.SZ,801082.SI,其他电子Ⅱ,电子,0.5028450993525047,611,20240102,20260714,趋势延续型偏强,拥挤正常,4909.4794,香农芯创
159992.SZ,801769.SI,出版,传媒,0.5021882104569182,611,20240102,20260714,观察中,拥挤正常,2383.7186,凤凰传媒
159992.SZ,801181.SI,房地产开发,房地产,0.5017416571519548,611,20240102,20260714,未启动,拥挤正常,8500.2216,招商蛇口
159992.SZ,801115.SI,照明设备Ⅱ,,0.5016568929411601,611,20240102,20260714,,,,
159992.SZ,801084.SI,光学光电子,电子,0.5006850468361673,611,20240102,20260714,趋势延续型偏强,拥挤偏高,16649.4627,京东方A
159992.SZ,801766.SI,影视院线,,0.49880124802730447,611,20240102,20260714,,,,
159992.SZ,801733.SI,其他电源设备Ⅱ,电力设备,0.4984306919201515,611,20240102,20260714,观察中,拥挤正常,6630.1465,上海电气
159992.SZ,801096.SI,商用车,汽车,0.4973199619596137,611,20240102,20260714,观察中,拥挤正常,2511.9219,宇通客车
159992.SZ,801127.SI,饮料乳品,食品饮料,0.4950681183970919,611,20240102,20260714,未启动,拥挤正常,4086.2921,伊利股份
159992.SZ,801765.SI,广告营销,传媒,0.4946324335464184,611,20240102,20260714,未启动,拥挤正常,2472.0073,分众传媒
159992.SZ,801077.SI,工程机械,机械设备,0.4937968394241188,611,20240102,20260714,未启动,拥挤正常,6999.6011,三一重工
159992.SZ,801991.SI,航空机场,交通运输,0.4931665203335264,611,20240102,20260714,未启动,拥挤正常,4607.7507,中国国航
159992.SZ,801994.SI,教育,,0.4885090066072835,611,20240102,20260714,,,,
159992.SZ,801039.SI,非金属材料Ⅱ,,0.4884483446098447,611,20240102,20260714,,,,
159992.SZ,801993.SI,旅游及景区,,0.486420427841834,611,20240102,20260714,,,,
159992.SZ,801231.SI,综合Ⅱ,综合,0.48563575084870925,611,20240102,20260714,观察中,拥挤正常,2085.2743,东阳光
159992.SZ,801722.SI,装修装饰Ⅱ,,0.48178910269907593,611,20240102,20260714,,,,
159992.SZ,801076.SI,轨交设备Ⅱ,机械设备,0.47966818242599385,611,20240102,20260714,未启动,拥挤正常,3505.4077,中国中车
159992.SZ,801194.SI,保险Ⅱ,非银金融,0.47674416235671235,611,20240102,20260714,观察中,拥挤正常,19292.1008,中国人寿
159992.SZ,801219.SI,酒店餐饮,,0.47424077261083175,611,20240102,20260714,,,,
159992.SZ,801133.SI,饰品,,0.4733954542054005,611,20240102,20260714,,,,
159992.SZ,801723.SI,基础建设,建筑装饰,0.46916175586658654,611,20240102,20260714,未启动,拥挤正常,6537.902,中国能建
159992.SZ,801202.SI,贸易Ⅱ,,0.46448801726624567,611,20240102,20260714,,,,
159992.SZ,801223.SI,通信服务,通信,0.46158599928163274,611,20240102,20260714,未启动,拥挤正常,9950.158,中国移动
159992.SZ,801044.SI,普钢,钢铁,0.46031899337717136,611,20240102,20260714,观察中,拥挤正常,4539.4518,宝钢股份
159992.SZ,801711.SI,水泥,建筑材料,0.45575380870071025,611,20240102,20260714,观察中,拥挤正常,2111.9702,海螺水泥
159992.SZ,801054.SI,小金属,有色金属,0.4539515877196194,611,20240102,20260714,趋势延续型偏强,拥挤正常,12109.5457,中钨高新
159992.SZ,801083.SI,元件,电子,0.449929101139431,611,20240102,20260714,趋势延续型强势,拥挤偏高,34406.1242,东山精密
159992.SZ,801102.SI,通信设备,通信,0.44605684352922537,611,20240102,20260714,趋势延续型偏强,拥挤偏高,46712.0083,中际旭创
159992.SZ,801721.SI,房屋建设Ⅱ,建筑装饰,0.4441284893600807,611,20240102,20260714,未启动,拥挤正常,2603.0373,中国建筑
159992.SZ,801183.SI,房地产服务,,0.4405002335586574,611,20240102,20260714,,,,
159992.SZ,801017.SI,养殖业,农林牧渔,0.4307346152235238,611,20240102,20260714,观察中,拥挤正常,4554.5302,牧原股份
159992.SZ,801055.SI,工业金属,有色金属,0.42219248516196034,611,20240102,20260714,观察中,拥挤正常,22955.7141,紫金矿业
159992.SZ,801743.SI,地面兵装Ⅱ,,0.41553032550858077,611,20240102,20260714,,,,
159992.SZ,801952.SI,焦炭Ⅱ,,0.41091210444821985,611,20240102,20260714,,,,
159992.SZ,801712.SI,玻璃玻纤,建筑材料,0.4037829153741329,611,20240102,20260714,趋势延续型强势,过热预警,7858.8274,中国巨石
159992.SZ,801016.SI,种植业,,0.40221022612830054,611,20240102,20260714,,,,
159992.SZ,801744.SI,航海装备Ⅱ,国防军工,0.3957700229392458,611,20240102,20260714,未启动,拥挤正常,4878.6675,中国船舶
159992.SZ,801163.SI,燃气Ⅱ,公用事业,0.3922072169408367,611,20240102,20260714,观察中,拥挤正常,2499.1191,新奥股份
159992.SZ,801992.SI,航运港口,交通运输,0.37320220597500076,611,20240102,20260714,观察中,拥挤正常,10264.4579,中远海控
159992.SZ,801015.SI,渔业,,0.3673439523855791,611,20240102,20260714,,,,
159992.SZ,801741.SI,航天装备Ⅱ,国防军工,0.3603997458803059,611,20240102,20260714,未启动,拥挤正常,4381.5402,中国卫通
159992.SZ,801179.SI,铁路公路,交通运输,0.35456414740321257,611,20240102,20260714,观察中,拥挤正常,7212.9845,京沪高铁
159992.SZ,801963.SI,炼化及贸易,石油石化,0.32793202799758714,611,20240102,20260714,观察中,拥挤正常,26689.5232,中国石油
159992.SZ,801161.SI,电力,公用事业,0.31876685111807374,611,20240102,20260714,观察中,拥挤正常,37258.2987,长江电力
159992.SZ,801111.SI,白色家电,家用电器,0.29628675298403556,611,20240102,20260714,观察中,拥挤正常,9769.0808,美的集团
159992.SZ,801962.SI,油服工程,,0.26291546718135556,611,20240102,20260714,,,,
159992.SZ,801053.SI,贵金属,有色金属,0.2480583912550917,611,20240102,20260714,观察中,拥挤正常,4414.9893,山东黄金
159992.SZ,801783.SI,股份制银行Ⅱ,银行,0.2391433166733525,611,20240102,20260714,观察中,拥挤正常,23948.3014,招商银行
159992.SZ,801785.SI,农商行Ⅱ,银行,0.23812982306189764,611,20240102,20260714,观察中,拥挤正常,2347.2033,沪农商行
159992.SZ,801784.SI,城商行Ⅱ,银行,0.2004481971873544,611,20240102,20260714,观察中,拥挤正常,12081.5702,宁波银行
159992.SZ,801951.SI,煤炭开采,煤炭,0.17106250633048156,611,20240102,20260714,观察中,拥挤正常,17324.8824,中国神华
159992.SZ,801782.SI,国有大型银行Ⅱ,银行,-0.07571408943974105,611,20240102,20260714,观察中,拥挤正常,65358.0927,工商银行
