theme_code,sw_code,sw_name,l1_name,corr_daily_ret,common_days,final_label,crowding_label,total_mv_yi,leader_top1_name
159998.SZ,801156.SI,医疗服务,医药生物,0.6487383429644679,601,观察中,拥挤正常,9117.2282,药明康德
159998.SZ,801724.SI,专业工程,建筑装饰,0.6486568342572552,601,观察中,拥挤正常,4403.6112,亚翔集成
159998.SZ,801034.SI,化学制品,基础化工,0.6368364737366915,601,趋势延续型偏强,拥挤偏高,19598.4824,万华化学
159998.SZ,801971.SI,环境治理,环保,0.6361123098319688,601,观察中,拥挤正常,7358.8992,电投水电
159998.SZ,801152.SI,生物制品,医药生物,0.6351095906395954,601,观察中,拥挤正常,7128.4953,荣昌生物
159998.SZ,801994.SI,教育,,0.629814657035224,601,,,,
159998.SZ,801736.SI,风电设备,电力设备,0.6296849426010148,601,观察中,拥挤正常,4015.0574,金风科技
159998.SZ,801204.SI,专业连锁Ⅱ,,0.6280548141422361,601,,,,
159998.SZ,801092.SI,汽车服务,,0.6215236804609034,601,,,,
159998.SZ,801039.SI,非金属材料Ⅱ,,0.6186779564015705,601,,,,
159998.SZ,801769.SI,出版,传媒,0.617558979151819,601,观察中,拥挤正常,2366.7581,凤凰传媒
159998.SZ,801766.SI,影视院线,,0.6140468858991218,601,,,,
159998.SZ,801735.SI,光伏设备,电力设备,0.6122177599846488,601,观察中,拥挤正常,17263.8052,阳光电源
159998.SZ,801738.SI,电网设备,电力设备,0.6033094989447647,601,观察中,拥挤正常,17182.4831,国电南瑞
159998.SZ,801231.SI,综合Ⅱ,,0.5977688148135142,601,,,,
159998.SZ,801737.SI,电池,电力设备,0.5972600045624629,601,观察中,拥挤正常,38215.1682,宁德时代
159998.SZ,801741.SI,航天装备Ⅱ,国防军工,0.5893000930852174,601,观察中,拥挤正常,4768.0595,中国卫通
159998.SZ,801115.SI,照明设备Ⅱ,,0.5883532786615477,601,,,,
159998.SZ,801145.SI,文娱用品,,0.5865037970706456,601,,,,
159998.SZ,801032.SI,化学纤维,基础化工,0.571862522040221,601,观察中,拥挤正常,2951.048,华峰化学
159998.SZ,801056.SI,能源金属,有色金属,0.5659911896319274,601,未启动,拥挤正常,6582.1888,赣锋锂业
159998.SZ,801881.SI,摩托车及其他,,0.5634571265641266,601,,,,
159998.SZ,801054.SI,小金属,有色金属,0.5597516906860088,601,趋势延续型强势,拥挤正常,14444.673,中钨高新
159998.SZ,801151.SI,化学制药,医药生物,0.5595226084674846,601,观察中,拥挤正常,20077.5826,百济神州
159998.SZ,801045.SI,特钢Ⅱ,,0.5581607380970522,601,,,,
159998.SZ,801095.SI,乘用车,汽车,0.5551665739379253,601,未启动,拥挤正常,8859.7402,比亚迪
159998.SZ,801743.SI,地面兵装Ⅱ,,0.5539752179645882,601,,,,
159998.SZ,801131.SI,纺织制造,,0.5520467443343097,601,,,,
159998.SZ,801982.SI,化妆品,,0.5477680768143172,601,,,,
159998.SZ,801722.SI,装修装饰Ⅱ,,0.5444707519248038,601,,,,
159998.SZ,801142.SI,家居用品,轻工制造,0.543993598063422,601,未启动,拥挤正常,4526.0626,公牛集团
159998.SZ,801132.SI,服装家纺,纺织服饰,0.5424066584654252,601,观察中,拥挤正常,3165.3716,雅戈尔
159998.SZ,801202.SI,贸易Ⅱ,,0.5373269253201167,601,,,,
159998.SZ,801143.SI,造纸,,0.5357852721551007,601,,,,
159998.SZ,801076.SI,轨交设备Ⅱ,机械设备,0.5320855216765812,601,观察中,拥挤正常,3822.3759,中国中车
159998.SZ,801113.SI,小家电,,0.5290112266948489,601,,,,
159998.SZ,801181.SI,房地产开发,房地产,0.5263204028606657,601,观察中,拥挤正常,9240.7683,招商蛇口
159998.SZ,801713.SI,装修建材,建筑材料,0.5261387675376777,601,观察中,拥挤正常,2546.0149,北新建材
159998.SZ,801012.SI,农产品加工,农林牧渔,0.5235591188820903,601,观察中,拥挤正常,2528.5172,金龙鱼
159998.SZ,801096.SI,商用车,汽车,0.5194943294850992,601,观察中,拥挤正常,2549.8259,宇通客车
159998.SZ,801114.SI,厨卫电器,,0.5178205374259756,601,,,,
159998.SZ,801043.SI,冶钢原料,,0.5148792188405922,601,,,,
159998.SZ,801178.SI,物流,交通运输,0.5087461157219157,601,观察中,拥挤正常,5918.8756,顺丰控股
159998.SZ,801712.SI,玻璃玻纤,建筑材料,0.5069299445741509,601,趋势延续型强势,过热预警,9780.906,中国巨石
159998.SZ,801033.SI,化学原料,基础化工,0.5021853161826226,601,观察中,拥挤正常,8039.0885,宝丰能源
159998.SZ,801155.SI,中药Ⅱ,医药生物,0.49956357765398446,601,观察中,拥挤正常,7236.2227,云南白药
159998.SZ,801038.SI,农化制品,基础化工,0.4882963926410735,601,观察中,拥挤正常,7943.976,盐湖股份
159998.SZ,801129.SI,调味发酵品Ⅱ,食品饮料,0.4852284494165958,601,未启动,拥挤正常,3206.5844,海天味业
159998.SZ,801203.SI,一般零售,商贸零售,0.48289096279151356,601,观察中,拥挤正常,4468.5441,小商品城
159998.SZ,801077.SI,工程机械,机械设备,0.4813724186538061,601,未启动,拥挤正常,6949.8632,三一重工
159998.SZ,801124.SI,食品加工,食品饮料,0.4773402194000215,601,未启动,拥挤正常,2159.6365,双汇发展
159998.SZ,801744.SI,航海装备Ⅱ,国防军工,0.47472944282555685,601,观察中,拥挤正常,4832.6669,中国船舶
159998.SZ,801154.SI,医药商业,医药生物,0.47444116124878094,601,观察中,拥挤正常,2737.7703,上海医药
159998.SZ,801723.SI,基础建设,建筑装饰,0.47438314964232414,601,未启动,拥挤正常,7238.3989,中国能建
159998.SZ,801981.SI,个护用品,,0.456137811292523,601,,,,
159998.SZ,801018.SI,动物保健Ⅱ,,0.455077247813781,601,,,,
159998.SZ,801055.SI,工业金属,有色金属,0.4490001650531119,601,未启动,拥挤正常,22682.7821,紫金矿业
159998.SZ,801183.SI,房地产服务,,0.4474753204510505,601,,,,
159998.SZ,801044.SI,普钢,钢铁,0.4456646952730634,601,观察中,拥挤正常,4841.8273,宝钢股份
159998.SZ,801991.SI,航空机场,交通运输,0.44451226899500873,601,未启动,拥挤正常,4847.2062,中国国航
159998.SZ,801721.SI,房屋建设Ⅱ,建筑装饰,0.44280308470835117,601,未启动,拥挤正常,2505.6597,中国建筑
159998.SZ,801993.SI,旅游及景区,,0.4259152116457333,601,,,,
159998.SZ,801128.SI,休闲食品,,0.42379792730393273,601,,,,
159998.SZ,801133.SI,饰品,,0.4013299912383815,601,,,,
159998.SZ,801219.SI,酒店餐饮,,0.3976223199434242,601,,,,
159998.SZ,801126.SI,非白酒,,0.39640065558223125,601,,,,
159998.SZ,801952.SI,焦炭Ⅱ,,0.3936601738190402,601,,,,
159998.SZ,801194.SI,保险Ⅱ,非银金融,0.3920610964579253,601,观察中,拥挤偏高,19345.1707,中国人寿
159998.SZ,801014.SI,饲料,,0.3768971592814086,601,,,,
159998.SZ,801711.SI,水泥,建筑材料,0.36531672415655153,601,观察中,拥挤正常,2158.588,海螺水泥
159998.SZ,801015.SI,渔业,,0.3568680557152516,601,,,,
159998.SZ,801163.SI,燃气Ⅱ,公用事业,0.35638348053484714,601,观察中,拥挤正常,2612.1741,新奥股份
159998.SZ,801016.SI,种植业,,0.35396674226953456,601,,,,
159998.SZ,801127.SI,饮料乳品,食品饮料,0.34010719885567436,601,观察中,拥挤正常,4088.5753,伊利股份
159998.SZ,801125.SI,白酒Ⅱ,食品饮料,0.3391742994563845,601,未启动,拥挤正常,22760.0637,贵州茅台
159998.SZ,801161.SI,电力,公用事业,0.31391935323937353,601,观察中,拥挤正常,33959.4438,长江电力
159998.SZ,801017.SI,养殖业,农林牧渔,0.30964758259392955,601,观察中,拥挤正常,4763.9454,牧原股份
159998.SZ,801992.SI,航运港口,交通运输,0.30336515779671,601,未启动,拥挤正常,10000.9617,中远海控
159998.SZ,801179.SI,铁路公路,交通运输,0.28262759418863914,601,观察中,拥挤正常,6916.9598,京沪高铁
159998.SZ,801053.SI,贵金属,有色金属,0.2771881211715579,601,未启动,拥挤正常,3985.9195,山东黄金
159998.SZ,801963.SI,炼化及贸易,石油石化,0.2281443705214435,601,未启动,拥挤正常,24380.22,中国石油
159998.SZ,801962.SI,油服工程,,0.19146046936485034,601,,,,
159998.SZ,801111.SI,白色家电,家用电器,0.15880713532599824,601,未启动,拥挤正常,9411.4601,美的集团
159998.SZ,801783.SI,股份制银行Ⅱ,银行,0.10636360814505443,601,未启动,拥挤正常,22815.6286,招商银行
159998.SZ,801785.SI,农商行Ⅱ,银行,0.0976576337622609,601,未启动,拥挤正常,2216.0646,沪农商行
159998.SZ,801951.SI,煤炭开采,煤炭,0.08133539365209164,601,未启动,拥挤正常,16794.1845,中国神华
159998.SZ,801784.SI,城商行Ⅱ,银行,0.052150957456932164,601,未启动,拥挤正常,11516.6083,江苏银行
159998.SZ,801782.SI,国有大型银行Ⅱ,银行,-0.1869647009610904,601,未启动,拥挤正常,62234.0995,工商银行
