theme_code,sw_code,sw_name,l1_name,corr_daily_ret,common_days,final_label,crowding_label,total_mv_yi,leader_top1_name
512480.SH,801081.SI,半导体,电子,0.9755393299645166,601,趋势延续型强势,过热退潮,138109.5618,中芯国际
512480.SH,801086.SI,电子化学品Ⅱ,电子,0.8294441673648685,601,趋势延续型强势,过热退潮,10472.536,国瓷材料
512480.SH,801101.SI,计算机设备,计算机,0.7837731496864847,601,观察中,拥挤正常,13129.6178,海康威视
512480.SH,801082.SI,其他电子Ⅱ,电子,0.7658102240994438,601,趋势延续型偏强,拥挤正常,5853.2455,香农芯创
512480.SH,801078.SI,自动化设备,机械设备,0.7370318434051887,601,趋势延续型强势,拥挤偏高,15956.4472,汇川技术
512480.SH,801085.SI,消费电子,电子,0.7216624109544918,601,趋势延续型强势,拥挤正常,40057.6333,工业富联
512480.SH,801084.SI,光学光电子,电子,0.7063070291050124,601,趋势延续型强势,过热预警,17866.1055,京东方A
512480.SH,801083.SI,元件,电子,0.7047540551494401,601,趋势延续型强势,拥挤偏高,38247.9572,东山精密
512480.SH,801745.SI,军工电子Ⅱ,国防军工,0.7035258848102336,601,观察中,拥挤正常,12210.0097,中航成飞
512480.SH,801104.SI,软件开发,计算机,0.7021165772193578,601,观察中,拥挤正常,16550.1411,同花顺
512480.SH,801102.SI,通信设备,通信,0.6919779970859571,601,趋势延续型偏强,拥挤正常,50755.1938,中际旭创
512480.SH,801072.SI,通用设备,机械设备,0.6833637559784657,601,趋势延续型偏强,拥挤正常,25721.8436,联讯仪器
512480.SH,801103.SI,IT服务Ⅱ,计算机,0.6824720582318335,601,观察中,拥挤正常,13345.3856,紫光股份
512480.SH,801074.SI,专用设备,机械设备,0.6822058766557604,601,趋势延续型强势,拥挤正常,18052.0965,大族数控
512480.SH,801733.SI,其他电源设备Ⅱ,电力设备,0.6685912589927696,601,趋势延续型偏强,拥挤正常,7057.1898,上海电气
512480.SH,801036.SI,塑料,基础化工,0.64916691254433,601,趋势延续型偏强,拥挤正常,8408.4011,东材科技
512480.SH,801037.SI,橡胶,,0.6445658622739145,601,,,,
512480.SH,801039.SI,非金属材料Ⅱ,,0.6357944037710632,601,,,,
